timestamp,household_id,consumption_kwh,temperature,hour,day_of_week
2023-01-01 23:00:00,HH003,1.75,15.9,23,6
2023-01-01 23:00:00,HH004,1.69,13.8,23,6
2023-01-01 23:00:00,HH005,1.67,14.7,23,6
2023-01-02 00:00:00,HH001,0.88,14.2,0,0
2023-01-02 00:00:00,HH002,0.9,12.0,0,0
2023-01-02 00:00:00,HH003,1.09,12.4,0,0
2023-01-02 00:00:00,HH004,0.96,17.9,0,0
2023-01-02 00:00:00,HH005,0.95,10.6,0,0
2023-01-02 01:00:00,HH001,0.47,13.4,1,0
2023-01-02 01:00:00,HH002,0.8,17.6,1,0
2023-01-02 01:00:00,HH003,0.78,17.7,1,0
2023-01-02 01:00:00,HH004,0.77,14.2,1,0
2023-01-02 01:00:00,HH005,0.84,12.9,1,0
2023-01-02 02:00:00,HH001,0.46,18.4,2,0
2023-01-02 02:00:00,HH002,0.78,14.3,2,0
2023-01-02 02:00:00,HH003,0.56,11.3,2,0
2023-01-02 02:00:00,HH004,0.88,13.6,2,0
2023-01-02 02:00:00,HH005,0.63,15.5,2,0
2023-01-02 03:00:00,HH001,0.48,13.9,3,0
2023-01-02 03:00:00,HH002,0.65,15.3,3,0
2023-01-02 03:00:00,HH003,0.44,19.7,3,0
2023-01-02 03:00:00,HH004,0.95,11.5,3,0
2023-01-02 03:00:00,HH005,0.84,14.9,3,0
2023-01-02 04:00:00,HH001,0.74,18.4,4,0
2023-01-02 04:00:00,HH002,0.58,19.1,4,0
2023-01-02 04:00:00,HH003,0.64,13.9,4,0
2023-01-02 04:00:00,HH004,1.01,7.3,4,0
2023-01-02 04:00:00,HH005,0.96,15.9,4,0
2023-01-02 05:00:00,HH001,0.5,10.0,5,0
2023-01-02 05:00:00,HH002,0.67,16.1,5,0
2023-01-02 05:00:00,HH003,0.88,14.1,5,0
2023-01-02 05:00:00,HH004,0.73,13.0,5,0
2023-01-02 05:00:00,HH005,1.04,18.2,5,0
2023-01-02 06:00:00,HH001,0.98,11.0,6,0
2023-01-02 06:00:00,HH002,1.14,14.1,6,0
2023-01-02 06:00:00,HH003,1.56,14.7,6,0
2023-01-02 06:00:00,HH004,1.47,18.5,6,0
2023-01-02 06:00:00,HH005,1.35,17.9,6,0
2023-01-02 07:00:00,HH001,1.36,15.3,7,0
2023-01-02 07:00:00,HH002,1.63,13.6,7,0
2023-01-02 07:00:00,HH003,1.38,15.4,7,0
2023-01-02 07:00:00,HH004,1.8,17.7,7,0
2023-01-02 07:00:00,HH005,1.95,15.5,7,0
2023-01-02 08:00:00,HH001,1.58,16.1,8,0
2023-01-02 08:00:00,HH002,1.94,17.9,8,0
2023-01-02 08:00:00,HH003,1.76,13.8,8,0
2023-01-02 08:00:00,HH004,1.94,14.7,8,0
2023-01-02 08:00:00,HH005,2.41,20.3,8,0
2023-01-02 09:00:00,HH001,1.87,18.4,9,0
2023-01-02 09:00:00,HH002,1.72,14.5,9,0
2023-01-02 09:00:00,HH003,1.5,9.4,9,0
2023-01-02 09:00:00,HH004,1.96,19.1,9,0
2023-01-02 09:00:00,HH005,2.02,14.8,9,0
2023-01-02 10:00:00,HH001,1.46,11.1,10,0
2023-01-02 10:00:00,HH002,1.56,15.7,10,0
2023-01-02 10:00:00,HH003,1.62,14.2,10,0
2023-01-02 10:00:00,HH004,1.73,18.3,10,0
2023-01-02 10:00:00,HH005,1.65,18.8,10,0
2023-01-02 11:00:00,HH001,0.99,15.9,11,0
2023-01-02 11:00:00,HH002,1.44,22.5,11,0
2023-01-02 11:00:00,HH003,1.76,17.4,11,0
2023-01-02 11:00:00,HH004,1.97,11.5,11,0
2023-01-02 11:00:00,HH005,1.87,14.1,11,0
2023-01-02 12:00:00,HH001,1.4,14.6,12,0
2023-01-02 12:00:00,HH002,1.8,16.1,12,0
2023-01-02 12:00:00,HH003,1.3,12.4,12,0
2023-01-02 12:00:00,HH004,1.65,12.1,12,0
2023-01-02 12:00:00,HH005,1.9,13.8,12,0
2023-01-02 13:00:00,HH001,1.66,21.2,13,0
2023-01-02 13:00:00,HH002,1.61,9.5,13,0
2023-01-02 13:00:00,HH003,1.52,17.5,13,0
2023-01-02 13:00:00,HH004,2.13,16.2,13,0
2023-01-02 13:00:00,HH005,1.63,13.4,13,0
2023-01-02 14:00:00,HH001,1.41,11.7,14,0
2023-01-02 14:00:00,HH002,1.38,7.6,14,0
2023-01-02 14:00:00,HH003,1.14,14.6,14,0
2023-01-02 14:00:00,HH004,1.59,13.8,14,0
2023-01-02 14:00:00,HH005,1.38,21.3,14,0
2023-01-02 15:00:00,HH001,1.02,14.8,15,0
2023-01-02 15:00:00,HH002,1.71,11.7,15,0
2023-01-02 15:00:00,HH003,1.98,16.8,15,0
2023-01-02 15:00:00,HH004,2.16,15.9,15,0
2023-01-02 15:00:00,HH005,1.84,18.0,15,0
2023-01-02 16:00:00,HH001,1.15,14.1,16,0
2023-01-02 16:00:00,HH002,2.09,11.2,16,0
2023-01-02 16:00:00,HH003,1.68,19.7,16,0
2023-01-02 16:00:00,HH004,2.43,15.6,16,0
2023-01-02 16:00:00,HH005,2.05,14.0,16,0
2023-01-02 17:00:00,HH001,1.53,16.1,17,0
2023-01-02 17:00:00,HH002,2.22,15.0,17,0
2023-01-02 17:00:00,HH003,1.53,14.2,17,0
2023-01-02 17:00:00,HH004,2.08,12.4,17,0
2023-01-02 17:00:00,HH005,2.87,16.0,17,0
2023-01-02 18:00:00,HH001,2.24,16.1,18,0
2023-01-02 18:00:00,HH002,2.64,12.9,18,0
2023-01-02 18:00:00,HH003,2.47,12.5,18,0
2023-01-02 18:00:00,HH004,3.14,18.2,18,0
2023-01-02 18:00:00,HH005,3.62,13.0,18,0
2023-01-02 19:00:00,HH001,2.65,16.3,19,0
2023-01-02 19:00:00,HH002,2.69,17.9,19,0
2023-01-02 19:00:00,HH003,2.98,11.5,19,0
2023-01-02 19:00:00,HH004,3.0,17.0,19,0
2023-01-02 19:00:00,HH005,3.66,16.5,19,0
2023-01-02 20:00:00,HH001,2.56,9.1,20,0
2023-01-02 20:00:00,HH002,2.41,12.9,20,0
2023-01-02 20:00:00,HH003,2.74,18.4,20,0
2023-01-02 20:00:00,HH004,3.15,16.8,20,0
2023-01-02 20:00:00,HH005,2.0,17.8,20,0
2023-01-02 21:00:00,HH001,1.95,13.5,21,0
2023-01-02 21:00:00,HH002,2.61,17.3,21,0
2023-01-02 21:00:00,HH003,1.98,15.2,21,0
2023-01-02 21:00:00,HH004,2.55,13.5,21,0
2023-01-02 21:00:00,HH005,3.09,11.8,21,0
2023-01-02 22:00:00,HH001,1.55,14.4,22,0
2023-01-02 22:00:00,HH002,1.71,15.2,22,0
2023-01-02 22:00:00,HH003,2.14,9.1,22,0
2023-01-02 22:00:00,HH004,2.47,10.6,22,0
2023-01-02 22:00:00,HH005,1.73,14.2,22,0
2023-01-02 23:00:00,HH001,1.13,20.8,23,0
2023-01-02 23:00:00,HH002,1.42,13.9,23,0
2023-01-02 23:00:00,HH003,0.98,14.3,23,0
2023-01-02 23:00:00,HH004,1.45,14.7,23,0
2023-01-02 23:00:00,HH005,1.42,15.5,23,0
2023-01-03 00:00:00,HH001,0.75,19.4,0,1
2023-01-03 00:00:00,HH002,0.92,14.9,0,1
2023-01-03 00:00:00,HH003,0.88,15.7,0,1
2023-01-03 00:00:00,HH004,0.87,14.9,0,1
2023-01-03 00:00:00,HH005,1.09,17.9,0,1
2023-01-03 01:00:00,HH001,0.51,12.7,1,1
2023-01-03 01:00:00,HH002,0.78,19.2,1,1
2023-01-03 01:00:00,HH003,0.55,19.0,1,1
2023-01-03 01:00:00,HH004,0.87,11.8,1,1
2023-01-03 01:00:00,HH005,1.1,16.0,1,1
2023-01-03 02:00:00,HH001,0.53,13.2,2,1
2023-01-03 02:00:00,HH002,0.49,18.5,2,1
2023-01-03 02:00:00,HH003,0.7,16.6,2,1
2023-01-03 02:00:00,HH004,0.79,11.9,2,1
2023-01-03 02:00:00,HH005,0.66,13.4,2,1
2023-01-03 03:00:00,HH001,0.59,15.5,3,1
2023-01-03 03:00:00,HH002,0.69,13.5,3,1
2023-01-03 03:00:00,HH003,0.59,17.8,3,1
2023-01-03 03:00:00,HH004,0.68,15.6,3,1
2023-01-03 03:00:00,HH005,0.81,14.4,3,1
2023-01-03 04:00:00,HH001,0.65,10.8,4,1
2023-01-03 04:00:00,HH002,0.68,13.6,4,1
2023-01-03 04:00:00,HH003,0.78,12.5,4,1
2023-01-03 04:00:00,HH004,0.68,17.0,4,1
2023-01-03 04:00:00,HH005,0.98,10.8,4,1
2023-01-03 05:00:00,HH001,0.66,11.5,5,1
2023-01-03 05:00:00,HH002,0.85,14.6,5,1
2023-01-03 05:00:00,HH003,0.9,18.6,5,1
2023-01-03 05:00:00,HH004,0.88,11.2,5,1
2023-01-03 05:00:00,HH005,0.98,11.9,5,1
2023-01-03 06:00:00,HH001,0.56,18.8,6,1
2023-01-03 06:00:00,HH002,0.76,14.4,6,1
2023-01-03 06:00:00,HH003,1.52,11.8,6,1
2023-01-03 06:00:00,HH004,1.28,22.3,6,1
2023-01-03 06:00:00,HH005,1.46,10.9,6,1
2023-01-03 07:00:00,HH001,1.3,16.2,7,1
2023-01-03 07:00:00,HH002,1.86,12.5,7,1
2023-01-03 07:00:00,HH003,1.15,18.2,7,1
2023-01-03 07:00:00,HH004,1.03,11.9,7,1
2023-01-03 07:00:00,HH005,2.33,10.1,7,1
2023-01-03 08:00:00,HH001,1.03,18.1,8,1
2023-01-03 08:00:00,HH002,2.15,13.5,8,1
2023-01-03 08:00:00,HH003,1.7,11.8,8,1
2023-01-03 08:00:00,HH004,1.93,17.6,8,1
2023-01-03 08:00:00,HH005,2.16,16.0,8,1
2023-01-03 09:00:00,HH001,1.3,15.8,9,1
2023-01-03 09:00:00,HH002,1.6,15.7,9,1
2023-01-03 09:00:00,HH003,1.7,12.2,9,1
2023-01-03 09:00:00,HH004,1.63,17.7,9,1
2023-01-03 09:00:00,HH005,1.99,15.3,9,1
2023-01-03 10:00:00,HH001,1.39,13.4,10,1
2023-01-03 10:00:00,HH002,1.66,16.3,10,1
2023-01-03 10:00:00,HH003,1.57,16.9,10,1
2023-01-03 10:00:00,HH004,1.87,13.5,10,1
2023-01-03 10:00:00,HH005,1.57,16.6,10,1
2023-01-03 11:00:00,HH001,0.98,14.7,11,1
2023-01-03 11:00:00,HH002,0.95,14.9,11,1
2023-01-03 11:00:00,HH003,1.7,18.3,11,1
2023-01-03 11:00:00,HH004,1.41,14.0,11,1
2023-01-03 11:00:00,HH005,1.69,14.8,11,1
2023-01-03 12:00:00,HH001,1.15,15.4,12,1
2023-01-03 12:00:00,HH002,1.57,17.4,12,1
2023-01-03 12:00:00,HH003,1.68,17.5,12,1
2023-01-03 12:00:00,HH004,2.0,14.9,12,1
2023-01-03 12:00:00,HH005,1.89,12.5,12,1
2023-01-03 13:00:00,HH001,1.06,11.7,13,1
2023-01-03 13:00:00,HH002,0.87,9.2,13,1
2023-01-03 13:00:00,HH003,1.63,13.1,13,1
2023-01-03 13:00:00,HH004,1.78,13.0,13,1
2023-01-03 13:00:00,HH005,1.79,14.1,13,1
2023-01-03 14:00:00,HH001,1.18,14.6,14,1
2023-01-03 14:00:00,HH002,1.49,14.4,14,1
2023-01-03 14:00:00,HH003,1.74,17.9,14,1
2023-01-03 14:00:00,HH004,1.65,18.0,14,1
2023-01-03 14:00:00,HH005,1.56,13.3,14,1
2023-01-03 15:00:00,HH001,1.25,18.0,15,1
2023-01-03 15:00:00,HH002,1.5,18.1,15,1
2023-01-03 15:00:00,HH003,1.65,15.5,15,1
2023-01-03 15:00:00,HH004,1.91,13.2,15,1
2023-01-03 15:00:00,HH005,1.95,14.0,15,1
2023-01-03 16:00:00,HH001,1.51,11.8,16,1
2023-01-03 16:00:00,HH002,1.46,13.6,16,1
2023-01-03 16:00:00,HH003,1.95,15.7,16,1
2023-01-03 16:00:00,HH004,1.67,17.0,16,1
2023-01-03 16:00:00,HH005,1.98,17.1,16,1
2023-01-03 17:00:00,HH001,1.97,21.1,17,1
2023-01-03 17:00:00,HH002,2.24,12.3,17,1
2023-01-03 17:00:00,HH003,2.44,13.6,17,1
2023-01-03 17:00:00,HH004,2.96,18.9,17,1
2023-01-03 17:00:00,HH005,3.1,14.9,17,1
2023-01-03 18:00:00,HH001,2.2,14.6,18,1
2023-01-03 18:00:00,HH002,3.04,16.6,18,1
2023-01-03 18:00:00,HH003,2.5,13.3,18,1
2023-01-03 18:00:00,HH004,2.51,12.2,18,1
2023-01-03 18:00:00,HH005,3.43,11.3,18,1
2023-01-03 19:00:00,HH001,2.09,16.3,19,1
2023-01-03 19:00:00,HH002,2.37,11.6,19,1
2023-01-03 19:00:00,HH003,2.78,16.3,19,1
2023-01-03 19:00:00,HH004,3.34,18.9,19,1
2023-01-03 19:00:00,HH005,3.48,12.6,19,1
2023-01-03 20:00:00,HH001,2.24,16.2,20,1
2023-01-03 20:00:00,HH002,2.37,9.4,20,1
2023-01-03 20:00:00,HH003,2.29,18.0,20,1
2023-01-03 20:00:00,HH004,3.0,12.4,20,1
2023-01-03 20:00:00,HH005,3.65,18.7,20,1
2023-01-03 21:00:00,HH001,2.36,18.3,21,1
2023-01-03 21:00:00,HH002,2.36,15.5,21,1
2023-01-03 21:00:00,HH003,2.33,12.6,21,1
2023-01-03 21:00:00,HH004,2.52,18.0,21,1
2023-01-03 21:00:00,HH005,1.67,16.7,21,1
2023-01-03 22:00:00,HH001,1.32,15.6,22,1
2023-01-03 22:00:00,HH002,1.86,19.5,22,1
2023-01-03 22:00:00,HH003,1.95,17.8,22,1
2023-01-03 22:00:00,HH004,2.24,12.3,22,1
2023-01-03 22:00:00,HH005,2.63,14.7,22,1
2023-01-03 23:00:00,HH001,0.98,16.7,23,1
2023-01-03 23:00:00,HH002,0.87,15.2,23,1
2023-01-03 23:00:00,HH003,1.6,12.8,23,1
2023-01-03 23:00:00,HH004,1.3,10.7,23,1
2023-01-03 23:00:00,HH005,1.6,14.6,23,1
2023-01-04 00:00:00,HH001,0.74,15.8,0,2
2023-01-04 00:00:00,HH002,0.71,9.8,0,2
2023-01-04 00:00:00,HH003,0.77,13.1,0,2
2023-01-04 00:00:00,HH004,1.09,13.5,0,2
2023-01-04 00:00:00,HH005,0.85,18.0,0,2
2023-01-04 01:00:00,HH001,0.72,15.4,1,2
2023-01-04 01:00:00,HH002,0.69,20.1,1,2
2023-01-04 01:00:00,HH003,0.83,15.9,1,2
2023-01-04 01:00:00,HH004,0.9,13.4,1,2
2023-01-04 01:00:00,HH005,1.03,17.8,1,2
2023-01-04 02:00:00,HH001,0.58,16.3,2,2
2023-01-04 02:00:00,HH002,0.65,13.3,2,2
2023-01-04 02:00:00,HH003,0.71,9.7,2,2
2023-01-04 02:00:00,HH004,0.59,18.2,2,2
2023-01-04 02:00:00,HH005,0.9,14.5,2,2
2023-01-04 03:00:00,HH001,0.56,17.5,3,2
2023-01-04 03:00:00,HH002,0.63,17.8,3,2
2023-01-04 03:00:00,HH003,0.59,13.2,3,2
2023-01-04 03:00:00,HH004,0.71,17.2,3,2
2023-01-04 03:00:00,HH005,0.69,17.3,3,2
2023-01-04 04:00:00,HH001,0.67,11.8,4,2
2023-01-04 04:00:00,HH002,0.72,16.4,4,2
2023-01-04 04:00:00,HH003,0.8,20.1,4,2
2023-01-04 04:00:00,HH004,0.71,14.0,4,2
2023-01-04 04:00:00,HH005,1.2,11.8,4,2
2023-01-04 05:00:00,HH001,0.66,16.8,5,2
2023-01-04 05:00:00,HH002,0.63,21.3,5,2
2023-01-04 05:00:00,HH003,0.86,16.4,5,2
2023-01-04 05:00:00,HH004,1.12,18.4,5,2
2023-01-04 05:00:00,HH005,1.05,13.8,5,2
2023-01-04 06:00:00,HH001,0.9,7.9,6,2
2023-01-04 06:00:00,HH002,1.23,18.5,6,2
2023-01-04 06:00:00,HH003,1.07,15.1,6,2
2023-01-04 06:00:00,HH004,1.54,12.4,6,2
2023-01-04 06:00:00,HH005,0.92,16.0,6,2
2023-01-04 07:00:00,HH001,1.58,16.2,7,2
2023-01-04 07:00:00,HH002,1.47,17.3,7,2
2023-01-04 07:00:00,HH003,1.96,18.4,7,2
2023-01-04 07:00:00,HH004,1.8,14.8,7,2
2023-01-04 07:00:00,HH005,2.02,16.7,7,2
2023-01-04 08:00:00,HH001,1.78,13.2,8,2
2023-01-04 08:00:00,HH002,1.71,12.3,8,2
2023-01-04 08:00:00,HH003,2.11,18.3,8,2
2023-01-04 08:00:00,HH004,2.09,14.9,8,2
2023-01-04 08:00:00,HH005,2.77,18.3,8,2
2023-01-04 09:00:00,HH001,1.18,13.7,9,2
2023-01-04 09:00:00,HH002,1.42,12.4,9,2
2023-01-04 09:00:00,HH003,1.29,10.5,9,2
2023-01-04 09:00:00,HH004,1.49,17.1,9,2
2023-01-04 09:00:00,HH005,2.13,12.5,9,2
2023-01-04 10:00:00,HH001,1.28,19.9,10,2
2023-01-04 10:00:00,HH002,1.24,15.9,10,2
2023-01-04 10:00:00,HH003,1.48,17.2,10,2
2023-01-04 10:00:00,HH004,1.52,17.6,10,2
2023-01-04 10:00:00,HH005,1.8,16.7,10,2
2023-01-04 11:00:00,HH001,1.21,11.9,11,2
2023-01-04 11:00:00,HH002,1.29,15.0,11,2
2023-01-04 11:00:00,HH003,1.07,20.7,11,2
2023-01-04 11:00:00,HH004,1.43,14.7,11,2
2023-01-04 11:00:00,HH005,1.9,15.0,11,2
2023-01-04 12:00:00,HH001,1.14,10.4,12,2
2023-01-04 12:00:00,HH002,1.48,22.3,12,2
2023-01-04 12:00:00,HH003,2.03,10.0,12,2
2023-01-04 12:00:00,HH004,1.18,13.4,12,2
2023-01-04 12:00:00,HH005,1.91,10.0,12,2
2023-01-04 13:00:00,HH001,0.96,16.5,13,2
2023-01-04 13:00:00,HH002,1.04,16.7,13,2
2023-01-04 13:00:00,HH003,1.98,16.5,13,2
2023-01-04 13:00:00,HH004,1.62,20.2,13,2
2023-01-04 13:00:00,HH005,1.48,19.1,13,2
2023-01-04 14:00:00,HH001,0.92,15.6,14,2
2023-01-04 14:00:00,HH002,1.07,12.8,14,2
2023-01-04 14:00:00,HH003,1.61,13.8,14,2
2023-01-04 14:00:00,HH004,1.75,16.6,14,2
2023-01-04 14:00:00,HH005,1.38,11.0,14,2
2023-01-04 15:00:00,HH001,1.54,13.4,15,2
2023-01-04 15:00:00,HH002,1.46,15.5,15,2
2023-01-04 15:00:00,HH003,2.14,18.8,15,2
2023-01-04 15:00:00,HH004,1.62,18.5,15,2
2023-01-04 15:00:00,HH005,1.79,14.8,15,2
2023-01-04 16:00:00,HH001,1.44,17.5,16,2
2023-01-04 16:00:00,HH002,1.95,12.8,16,2
2023-01-04 16:00:00,HH003,1.81,13.3,16,2
2023-01-04 16:00:00,HH004,2.11,16.5,16,2
2023-01-04 16:00:00,HH005,2.08,15.6,16,2
2023-01-04 17:00:00,HH001,1.61,18.8,17,2
2023-01-04 17:00:00,HH002,2.04,14.1,17,2
2023-01-04 17:00:00,HH003,2.26,12.4,17,2
2023-01-04 17:00:00,HH004,1.92,10.2,17,2
2023-01-04 17:00:00,HH005,2.71,14.9,17,2
2023-01-04 18:00:00,HH001,2.45,15.4,18,2
2023-01-04 18:00:00,HH002,2.17,14.0,18,2
2023-01-04 18:00:00,HH003,2.75,16.4,18,2
2023-01-04 18:00:00,HH004,2.76,13.2,18,2
2023-01-04 18:00:00,HH005,3.01,13.0,18,2
2023-01-04 19:00:00,HH001,2.41,13.0,19,2
2023-01-04 19:00:00,HH002,2.93,17.4,19,2
2023-01-04 19:00:00,HH003,3.15,10.1,19,2
2023-01-04 19:00:00,HH004,3.22,14.6,19,2
2023-01-04 19:00:00,HH005,4.44,15.7,19,2
2023-01-04 20:00:00,HH001,1.76,15.2,20,2
2023-01-04 20:00:00,HH002,2.91,9.1,20,2
2023-01-04 20:00:00,HH003,2.4,19.2,20,2
2023-01-04 20:00:00,HH004,3.31,12.3,20,2
2023-01-04 20:00:00,HH005,3.61,21.0,20,2
2023-01-04 21:00:00,HH001,2.14,10.7,21,2
2023-01-04 21:00:00,HH002,2.59,12.3,21,2
2023-01-04 21:00:00,HH003,3.04,15.5,21,2
2023-01-04 21:00:00,HH004,3.44,15.7,21,2
2023-01-04 21:00:00,HH005,2.84,16.1,21,2
2023-01-04 22:00:00,HH001,0.99,18.7,22,2
2023-01-04 22:00:00,HH002,1.93,15.5,22,2
2023-01-04 22:00:00,HH003,2.07,15.1,22,2
2023-01-04 22:00:00,HH004,1.99,14.6,22,2
2023-01-04 22:00:00,HH005,2.66,8.7,22,2
2023-01-04 23:00:00,HH001,1.16,12.6,23,2
2023-01-04 23:00:00,HH002,1.05,14.9,23,2
2023-01-04 23:00:00,HH003,1.32,18.5,23,2
2023-01-04 23:00:00,HH004,0.96,16.8,23,2
2023-01-04 23:00:00,HH005,1.46,15.2,23,2
